Date	Open	High	Low	Close	Volume
20200203	61.580002	62.790001	61.580002	62.000000	60.891403
20200204	63.330002	64.489998	62.810001	62.900002	61.775311
20200205	64.000000	65.290001	63.910000	64.440002	63.287777
20200206	65.040001	65.209999	63.220001	63.270000	62.138695
20200207	62.590000	62.840000	61.720001	62.060001	60.950329
20200210	61.650002	61.980000	61.060001	61.330002	60.233383
20200211	61.570000	63.130001	61.549999	62.230000	61.117290
20200212	62.779999	63.430000	62.430000	62.709999	61.588707
20200213	62.439999	63.070000	62.200001	62.970001	61.844059
20200214	62.880001	63.110001	62.389999	62.759998	61.637810
20200218	62.250000	62.770000	61.209999	61.959999	60.852116
20200219	62.389999	63.180000	62.040001	62.970001	61.844059
20200220	62.799999	63.990002	62.730000	63.430000	62.295834
20200221	62.950001	62.950001	61.779999	62.480000	61.362820
20200224	60.830002	60.830002	59.320000	59.779999	58.711094
20200225	59.869999	59.869999	56.500000	56.790001	55.774559
20200226	57.240002	57.480000	55.540001	55.740002	54.743336
20200227	54.169998	55.680000	52.950001	53.209999	52.258572
20200228	51.500000	53.099998	50.889999	52.639999	51.698765
20200302	52.599998	55.020000	51.709999	55.020000	54.036209
20200303	54.580002	55.110001	50.450001	51.000000	50.088089
20200304	51.470001	51.500000	48.759998	50.389999	49.488995
20200305	48.330002	48.560001	46.080002	46.720001	45.884617
20200306	44.560001	46.770000	44.009998	44.810001	44.008770
20200309	41.060001	41.090000	35.099998	35.990002	35.346478
20200310	38.389999	40.250000	36.299999	40.240002	39.520485
20200311	38.849998	39.580002	37.500000	38.029999	37.349998
20200312	34.500000	40.500000	33.020000	34.950001	34.950001
20200313	38.320000	38.689999	34.029999	38.669998	38.669998
20200316	31.520000	33.900002	30.600000	31.450001	31.450001
20200317	32.169998	34.720001	30.000000	34.400002	34.400002
20200318	31.450001	32.430000	26.260000	27.420000	27.420000
20200319	26.730000	30.000000	24.280001	28.950001	28.950001
20200320	29.260000	30.030001	27.170000	28.930000	28.930000
20200323	28.500000	29.320000	27.049999	27.340000	27.340000
20200324	29.799999	31.629999	29.070000	30.500000	30.500000
20200325	31.000000	34.340000	29.129999	33.070000	33.070000
20200326	33.480000	34.840000	32.500000	33.990002	33.990002
20200327	32.540001	33.820000	31.389999	32.869999	32.869999
20200330	32.540001	32.750000	30.400000	31.030001	31.030001
20200331	30.580000	31.580000	29.129999	29.340000	29.340000
20200401	27.930000	28.020000	26.959999	27.170000	27.170000
20200402	26.860001	29.330000	26.690001	27.790001	27.790001
20200403	28.340000	28.430000	26.950001	27.340000	27.340000
20200406	29.430000	30.370001	28.129999	28.990000	28.990000
20200407	31.080000	32.240002	30.280001	30.680000	30.680000
20200408	30.780001	33.320000	30.719999	33.020000	33.020000
20200409	34.320000	37.009998	33.770000	34.750000	34.750000
20200413	34.750000	34.750000	32.250000	32.779999	32.779999
20200414	33.430000	33.680000	30.350000	30.889999	30.889999
20200415	28.990000	29.629999	27.980000	28.120001	28.120001
20200416	28.000000	28.000000	25.799999	26.049999	26.049999
20200417	27.530001	30.219999	27.309999	30.000000	30.000000
20200420	28.389999	30.910000	27.840000	29.620001	29.620001
20200421	28.000000	30.940001	27.850000	29.430000	29.430000
20200422	30.480000	30.969999	29.730000	30.350000	30.350000
