Date	Open	High	Low	Close	Volume
20200203	56.900002	58.020000	56.250000	56.430000	56.000420
20200204	57.700001	58.500000	56.880001	57.669998	57.230976
20200205	58.910000	59.549999	58.020000	59.310001	58.858494
20200206	59.200001	59.310001	57.020000	57.029999	56.595848
20200207	56.279999	56.650002	54.990002	55.450001	55.027878
20200210	54.919998	55.160000	53.939999	54.950001	54.531685
20200211	56.029999	56.650002	55.639999	56.160000	55.732475
20200212	57.380001	58.990002	57.290001	58.770000	58.322605
20200213	58.200001	60.040001	57.910000	59.990002	59.533318
20200214	60.320000	62.040001	59.820000	60.340000	59.880653
20200218	59.439999	61.369999	59.180000	61.139999	60.674561
20200219	61.849998	63.990002	61.549999	63.570000	63.086063
20200220	63.799999	64.980003	63.090000	64.720001	64.227310
20200221	63.900002	64.699997	63.099998	64.419998	63.929592
20200224	61.290001	61.799999	59.380001	60.220001	59.761566
20200225	60.389999	60.520000	56.599998	57.389999	56.953110
20200226	57.630001	58.180000	55.880001	55.880001	55.454605
20200227	53.880001	57.250000	51.880001	55.020000	54.601154
20200228	52.009998	56.189999	52.009998	56.180000	55.752323
20200302	56.880001	57.430000	54.669998	57.189999	56.754631
20200303	57.360001	58.610001	56.029999	57.700001	57.260750
20200304	59.049999	59.049999	55.970001	57.000000	56.566078
20200305	55.099998	55.529999	53.490002	54.480000	54.065262
20200306	52.360001	53.459999	48.340000	49.720001	49.341499
20200309	35.200001	36.299999	27.600000	32.980000	32.728935
20200310	36.709999	39.880001	32.490002	39.680000	39.377930
20200311	37.889999	38.849998	35.330002	36.689999	36.410690
20200312	33.700001	35.240002	32.189999	32.840000	32.590000
20200313	35.200001	37.240002	31.000000	34.919998	34.919998
20200316	31.000000	33.709999	30.469999	31.049999	31.049999
20200317	30.940001	34.490002	29.799999	30.620001	30.620001
20200318	28.389999	30.430000	26.059999	30.139999	30.139999
20200319	30.400000	33.730000	29.120001	31.129999	31.129999
20200320	32.029999	32.820000	29.590000	30.690001	30.690001
20200323	30.700001	31.299999	27.770000	28.910000	28.910000
20200324	31.230000	34.900002	30.379999	34.520000	34.520000
20200325	34.759998	37.169998	32.709999	34.740002	34.740002
20200326	34.820000	37.619999	34.509998	36.680000	36.680000
20200327	34.900002	35.849998	33.759998	34.029999	34.029999
20200330	32.759998	33.189999	29.830000	31.930000	31.930000
20200331	33.290001	35.340000	32.619999	33.299999	33.299999
20200401	32.189999	32.529999	30.580000	31.980000	31.980000
20200402	33.730000	37.500000	32.150002	35.299999	35.299999
20200403	36.959999	37.419998	31.049999	33.520000	33.520000
20200406	33.950001	35.630001	32.590000	35.130001	35.130001
20200407	37.869999	38.990002	34.990002	35.139999	35.139999
20200408	35.970001	39.369999	35.790001	39.180000	39.180000
20200409	41.320000	43.799999	38.549999	40.380001	40.380001
20200413	41.770000	42.270000	39.320000	39.910000	39.910000
20200414	39.419998	39.560001	38.049999	38.599998	38.599998
20200415	36.000000	36.680000	34.029999	35.419998	35.419998
20200416	34.860001	34.889999	32.410000	32.540001	32.540001
20200417	32.990002	37.540001	32.619999	37.349998	37.349998
20200420	33.959999	37.419998	33.689999	35.930000	35.930000
20200421	34.130001	37.180000	33.740002	36.369999	36.369999
20200422	38.560001	39.509998	37.099998	39.380001	39.380001
20200423	41.660000	42.669998	40.630001	41.669998	41.669998
20200424	42.639999	43.340000	40.709999	42.459999	42.459999
20200427	41.369999	43.480000	40.439999	43.169998	43.169998
20200428	44.169998	44.669998	42.830002	44.299999	44.299999
20200429	46.580002	49.270000	45.810001	49.009998	49.009998
20200430	49.619999	50.400002	47.470001	48.639999	48.639999
20200501	47.279999	47.740002	43.970001	44.279999	44.279999
20200504	43.130001	46.720001	42.709999	46.290001	46.290001
20200505	49.000000	49.180000	45.889999	46.139999	46.139999
20200506	46.099998	46.650002	44.549999	45.009998	45.009998
20200507	46.900002	48.700001	46.470001	47.779999	47.779999
