
1	MMM	56
2	ABT	56
3	ABBV	56
4	ABMD	56
5	ACN	56
6	ATVI	56
7	ADBE	56
8	AMD	56
9	AAP	56
10	AES	56
11	AFL	56
12	A	56
13	APD	56
14	AKAM	56
15	ALK	56
16	ALB	56
17	ARE	56
18	ALXN	56
19	ALGN	56
20	ALLE	56
21	AGN	56
22	ADS	56
23	LNT	56
24	ALL	56
25	GOOGL	56
26	GOOG	56
27	MO	56
28	AMZN	56
29	AMCR	56
30	AEE	56
31	AAL	56
32	AEP	56
33	AXP	56
34	AIG	56
35	AMT	56
36	AWK	56
37	AMP	56
38	ABC	56
39	AME	56
40	AMGN	56
41	APH	56
42	ADI	56
43	ANSS	56
44	ANTM	56
45	AON	56
46	AOS	56
47	APA	56
48	AIV	56
49	AAPL	56
50	AMAT	56
51	APTV	56
52	ADM	56
53	ANET	56
54	AJG	56
55	AIZ	56
56	T	56
57	ATO	56
58	ADSK	56
59	ADP	56
60	AZO	56
61	AVB	56
62	AVY	56
63	BKR	56
64	BLL	56
65	BAC	56
66	BK	56
67	BAX	56
68	BDX	56
69	BBY	56
70	BIIB	56
71	BLK	56
72	BA	56
73	BKNG	56
74	BWA	56
75	BXP	56
76	BSX	56
77	BMY	56
78	AVGO	56
79	BR	56
80	CHRW	56
81	COG	56
82	CDNS	56
83	CPB	56
84	COF	56
85	CPRI	56
86	CAH	56
87	KMX	56
88	CCL	56
89	CARR	24
90	CAT	56
91	CBOE	56
92	CBRE	56
93	CDW	56
94	CE	56
95	CNC	56
96	CNP	56
97	CTL	56
98	CERN	56
99	CF	56
100	SCHW	56
101	CHTR	56
102	CVX	56
103	CMG	56
104	CB	56
105	CHD	56
106	CI	56
107	CINF	56
108	CTAS	56
109	CSCO	56
110	C	56
111	CFG	56
112	CTXS	56
113	CLX	56
114	CME	56
115	CMS	56
116	KO	56
117	CTSH	56
118	CL	56
119	CMCSA	56
120	CMA	56
121	CAG	56
122	CXO	56
123	COP	56
124	ED	56
125	STZ	56
126	COO	56
127	CPRT	56
128	GLW	56
129	CTVA	56
130	COST	56
131	COTY	56
132	CCI	56
133	CSX	56
134	CMI	56
135	CVS	56
136	DHI	56
137	DHR	56
138	DRI	56
139	DVA	56
140	DE	56
141	DAL	56
142	XRAY	56
143	DVN	56
144	FANG	56
145	DLR	56
146	DFS	56
147	DISCA	56
148	DISCK	56
149	DISH	56
150	DG	56
151	DLTR	56
152	D	56
153	DOV	56
154	DOW	56
155	DTE	56
156	DUK	56
157	DRE	56
158	DD	56
159	DXC	56
160	ETFC	56
161	EMN	56
162	ETN	56
163	EBAY	56
164	ECL	56
165	EIX	56
166	EW	56
167	EA	56
168	EMR	56
169	ETR	56
170	EOG	56
171	EFX	56
172	EQIX	56
173	EQR	56
174	ESS	56
175	EL	56
176	EVRG	56
177	ES	56
178	RE	56
179	EXC	56
180	EXPE	56
181	EXPD	56
182	EXR	56
183	XOM	56
184	FFIV	56
185	FB	56
186	FAST	56
187	FRT	56
188	FDX	56
189	FIS	56
190	FITB	56
191	FE	56
192	FRC	56
193	FISV	56
194	FLT	56
195	FLIR	56
196	FLS	56
197	FMC	56
198	F	56
199	FTNT	56
200	FTV	56
201	FBHS	56
202	FOXA	56
203	FOX	56
204	BEN	56
205	FCX	56
206	GPS	56
207	GRMN	56
208	IT	56
209	GD	56
210	GE	56
211	GIS	56
212	GM	56
213	GPC	56
214	GILD	56
215	GL	56
216	GPN	56
217	GS	56
218	GWW	56
219	HRB	56
220	HAL	56
221	HBI	56
222	HOG	56
223	HIG	56
224	HAS	56
225	HCA	56
226	PEAK	56
227	HP	56
228	HSIC	56
229	HSY	56
230	HES	56
231	HPE	56
232	HLT	56
233	HFC	56
234	HOLX	56
235	HD	56
236	HON	56
237	HRL	56
238	HST	56
239	HWM	15
240	HPQ	56
241	HUM	56
242	HBAN	56
243	HII	56
244	IEX	56
245	IDXX	56
246	INFO	56
247	ITW	56
248	ILMN	56
249	INCY	56
250	IR	56
251	INTC	56
252	ICE	56
253	IBM	56
254	IP	56
255	IPG	56
256	IFF	56
257	INTU	56
258	ISRG	56
259	IVZ	56
260	IPGP	56
261	IQV	56
262	IRM	56
263	JKHY	56
264	J	56
265	JBHT	56
266	SJM	56
267	JNJ	56
268	JCI	56
269	JPM	56
270	JNPR	56
271	KSU	56
272	K	56
273	KEY	56
274	KEYS	56
275	KMB	56
276	KIM	56
277	KMI	56
278	KLAC	56
279	KSS	56
280	KHC	56
281	KR	56
282	LB	56
283	LHX	56
284	LH	56
285	LRCX	56
286	LW	56
287	LVS	56
288	LEG	56
289	LDOS	56
290	LEN	56
291	LLY	56
292	LNC	56
293	LIN	56
294	LYV	56
295	LKQ	56
296	LMT	56
297	L	56
298	LOW	56
299	LYB	56
300	MTB	56
301	MRO	56
302	MPC	56
303	MKTX	56
304	MAR	56
305	MMC	56
306	MLM	56
307	MAS	56
308	MA	56
309	MKC	56
310	MXIM	56
311	MCD	56
312	MCK	56
313	MDT	56
314	MRK	56
315	MET	56
316	MTD	56
317	MGM	56
318	MCHP	56
319	MU	56
320	MSFT	56
321	MAA	56
322	MHK	56
323	TAP	56
324	MDLZ	56
325	MNST	56
326	MCO	56
327	MS	56
328	MOS	56
329	MSI	56
330	MSCI	56
331	MYL	56
332	NDAQ	56
333	NOV	56
334	NTAP	56
335	NFLX	56
336	NWL	56
337	NEM	56
338	NWSA	56
339	NWS	56
340	NEE	56
341	NLSN	56
342	NKE	56
343	NI	56
344	NBL	56
345	JWN	56
346	NSC	56
347	NTRS	56
348	NOC	56
349	NLOK	56
350	NCLH	56
351	NRG	56
352	NUE	56
353	NVDA	56
354	NVR	56
355	ORLY	56
356	OXY	56
357	ODFL	56
358	OMC	56
359	OKE	56
360	ORCL	56
361	OTIS	24
362	PCAR	56
363	PKG	56
364	PH	56
365	PAYX	56
366	PAYC	56
367	PYPL	56
368	PNR	56
369	PBCT	56
370	PEP	56
371	PKI	56
372	PRGO	56
373	PFE	56
374	PM	56
375	PSX	56
376	PNW	56
377	PXD	56
378	PNC	56
379	PPG	56
380	PPL	56
381	PFG	56
382	PG	56
383	PGR	56
384	PLD	56
385	PRU	56
386	PEG	56
387	PSA	56
388	PHM	56
389	PVH	56
390	QRVO	56
391	PWR	56
392	QCOM	56
393	DGX	56
394	RL	56
395	RJF	56
396	RTX	56
397	O	56
398	REG	56
399	REGN	56
400	RF	56
401	RSG	56
402	RMD	56
403	RHI	56
404	ROK	56
405	ROL	56
406	ROP	56
407	ROST	56
408	RCL	56
409	SPGI	56
410	CRM	56
411	SBAC	56
412	SLB	56
413	STX	56
414	SEE	56
415	SRE	56
416	NOW	56
417	SHW	56
418	SPG	56
419	SWKS	56
420	SLG	56
421	SNA	56
422	SO	56
423	LUV	56
424	SWK	56
425	SBUX	56
426	STT	56
427	STE	56
428	SYK	56
429	SIVB	56
430	SYF	56
431	SNPS	56
432	SYY	56
433	TMUS	56
434	TROW	56
435	TTWO	56
436	TPR	56
437	TGT	56
438	TEL	56
439	FTI	56
440	TFX	56
441	TXN	56
442	TXT	56
443	TMO	56
444	TIF	56
445	TJX	56
446	TSCO	56
447	TT	38
448	TDG	56
449	TRV	56
450	TFC	56
451	TWTR	56
452	TSN	56
453	UDR	56
454	ULTA	56
455	USB	56
456	UAA	56
457	UA	56
458	UNP	56
459	UAL	56
460	UNH	56
461	UPS	56
462	URI	56
463	UHS	56
464	UNM	56
465	VFC	56
466	VLO	56
467	VAR	56
468	VTR	56
469	VRSN	56
470	VRSK	56
471	VZ	56
472	VRTX	56
473	VIAC	56
474	V	56
475	VNO	56
476	VMC	56
477	WRB	56
478	WAB	56
479	WMT	56
480	WBA	56
481	DIS	56
482	WM	56
483	WAT	56
484	WEC	56
485	WFC	56
486	WELL	56
487	WDC	56
488	WU	56
489	WRK	56
490	WY	56
491	WHR	56
492	WMB	56
493	WLTW	56
494	WYNN	56
495	XEL	56
496	XRX	56
497	XLNX	56
498	XYL	56
499	YUM	56
500	ZBRA	56
501	ZBH	56
502	ZION	56
503	ZTS	56
